title,category,sub_category,price,sale_price,country,alcohol,volume,brand,url,scrapped_time,desc_1,desc_2,desc_3
Big Master Apple Sweet White Box 4L,Wine,Domestic Wine,"3,955","3,680",Nepal,11.5%,4L,Royal Big Master,https://liquorworld.com.np/product/big-master-apple-sweet-white-box-4l/,2023-09-25,"This wine is aromatic, refreshing, lighter in taste and tangy. This wine is produced by Royal Kathmandu Himalaya Beverage Pvt. Ltd., Nepal based winery located in Sanga, Kavre.",Can be consumed as an aperitif during meal with dessert or as a refreshing drink.,Serve chilled.
Hibiki Japanese Harmony Master’s Select 700ML,Japanese-Liquor,Japanese Liquor,"29,700","28,215",Japan,Blended Whisky,700ML,Hibiki,https://liquorworld.com.np/product/hibiki-japanese-harmony-masters-select-700ml/,2023-09-25,43%,"Hibiki Japanese Harmony Master’s Select is a refined and captivating blended whisky that embodies the artistry and craftsmanship of Suntory, one of Japan’s most renowned distilleries.","Meticulously crafted by the skilled blenders at Suntory, this expression represents the harmonious blending of various malt and grain whiskies, resulting in a symphony of flavors and aromas."
Suntory Old Whisky 700ML,Japanese-Liquor,Japanese Liquor,"8,900","8,455",Japan,Blended Malt Whisky,700ML,Suntory,https://liquorworld.com.np/product/suntory-old-whisky-700ml/,2023-09-25,43%,"Suntory Old whisky is a series of whiskies from Suntory, first released in the 1950’s when it was considered the classiest of all of Suntory’s whiskies. Labelled “The Finest Old whisky” and “A Taste of Japanese Tradition,” this is a beautifully presented bottle of Suntory’s finest blended Japanese malt whisky.",Perfect for casual sipping. Enjoy straight or on the rocks.
Suntory Royal Japanese Whisky 660ML,Japanese-Liquor,Japanese Liquor,"12,000","11,400",Japan,Blended Whisky,700ML,Hibiki,https://liquorworld.com.np/product/suntory-royal-japanese-whisky-660ml/,2023-09-25,43%,"Made to celebrate the company’s 60th anniversary, Suntory Royal includes whiskies from Chita, Yamazaki and Hakushu. Expect a lighter bodied blend for delicious everyday drinking. Beautifully presented in a glass decanter.",This blended whisky from Suntory comes in a Rooster bottle type and is very popular in Japan. It’s often the ‘bottle keep’ – it plugs things in the shape of a torri.
Lindeman’s Cawarra Chardonnay 750ML,Wine,White Wine,"1,850","1,720",Australia,13%,750ML,Lindeman’s,https://liquorworld.com.np/product/lindemans-cawarra-chardonnay-750ml/,2023-09-25,Colour: Straw coloured.,"Nose: Aromas of peach, nectarine and softly spiced oak.","Palate: Medium bodied, showing ripe tropical and stone fruits supported by integrated oak and a soft creamy finish."
Baron d’Arignac Sweet White 750ML,Wine,White Wine,"1,500","1,395",France,11%,750ML,Baron d’Arignac,https://liquorworld.com.np/product/baron-darignac-sweet-white-750ml/,2023-09-25,"Baron d’Arignac Sweet White is a French wine is characterized by a peach, honey and floral aroma. Originated from Vineyards of south-western France, between Bordeaux and Toulouse, at the foot of the Pyrenees.","Colour: Pale yellow, with golden shades.","Nose: Fine aromatic wine, dried fruit, vineyards peach."
G.H. Mumm Champagne 750ML,Wine,Champagne,"9,850","8,955",France,12%,750ML,G.H. Mumm,https://liquorworld.com.np/product/g-h-mumm-champagne-750ml/,2023-09-25,"G.H. Mumm Champagne is a French Champagne, a brightly sparkling, with an abundance of fine and elegant aromas of fresh white and yellow fruit with hints of lychee, pineapple and praline. On the palate, it is perfectly balanced with fresh fruit and rounded notes of caramel prolonging the intensity and leading to a powerful, memorable finish.",Colour: light golden yellow.,"Nose: Driven by Pinot Noir grape, it reveals aromas of fresh white and yellow fruit with hints of lychee, pineapple and praline."
El Chivo Sauvignon Blanc 750ML,Wine,White Wine,"1,700","1,580",Chile,12.5%,750ML,El Chivo,https://liquorworld.com.np/product/el-chivo-sauvignon-blanc-750ml/,2023-09-25,"El Chivo Sauvignon Blanc is a full-bodied White Wine from Chile with smooth ripe tannins and notes of red fruits on the palate, hints of vanilla and spices. In Chile, it is said, “stubborn like a Chilean Goat (El Chivo)”, it has yet a good character and let itself be tamed, such as this wine.",Color: ruby-garnet color with cherry hue.,"Nose: Pleasant aroma of wine is made up of notes of small red fruits, hints of vanilla and spices."
Fleur Du Cap Chardonnay 750ML,Wine,White Wine,"2,900","2,700",South Africa,13.5%,750ML,Fleur du Cap,https://liquorworld.com.np/product/fleur-du-cap-chardonnay-750ml/,2023-09-25,"Fleur du Cap Chardonnay is medium bodied wine that offers apricot melon and citrus flavours and turns it up a notch. That gorgeous, nutty butterscotch and vanilla taste that comes next will leave you begging for more.",Colour: Brilliantly clear with light straw yellow hue and green tints.,"Nose: Displaying a beautiful toast aroma on the nose, there are also intimations of apricot, melon and citrus fruit."
Durbanville Hills Merlot 750ML,Wine,Red Wine,"2,930","2,725",South Africa,14%,750ML,Durbanville Hills,https://liquorworld.com.np/product/durbanville-hills-merlot-750ml/,2023-09-25,"Durbanville Hills Merlot is a South African Red Wine, providing a playful hint at the crushed berry aromas that follow. Enticing notes of mint chocolate complement the intense berry aromas that greet the nose. A medium bodied Merlot accentuated by flavours of soft sweet red and dark fruit, rounded off with silky tannins and a lingering finish, a mouth-watering aftertaste.",Colour: Dark ruby.,"Nose: Driven by ripe plums, finished off with a hint of chocolate mint and sweet oriental spices."
Drostdy Hof Natural Sweet White 750ML,Wine,White Wine,"2,160","2,000",South Africa,8%,750ML,Drostdy Hof,https://liquorworld.com.np/product/drostdy-hof-natural-sweet-white-750ml/,2023-09-25,"Drostdy Hof White is a delicately bright wine from South Africa with fruity grape aromas and a crisp and naturally sweet finish. It has low in alcohol and high residual sugar achieved by blending natural grape juice with the wine. Pale yellow with green tinges, the wine reflects the fruity aromas and flavours of the grape and a clean, sweet finish.",Colour: Clear and bright.,Bouquet: Fruity aromas of the grape varieties.
Don Barroso Semi Sweet White 750ML,Wine,White Wine,"1,200","1,100",Spain,11%,750ML,Don Barroso,https://liquorworld.com.np/product/don-barroso-semi-sweet-white-750ml/,2023-09-25,Don Barroso Semi Sweet White Wine is a Spanish wine made from the selected grapes from the Spanish vineyards at their optimum point of ripeness. It is semi-sweet with full of bright fruit flavours.,"Food Suggestions: Enjoy with light meals, soup, fish, poultry and seafood.",
David Stone Chardonnay 750ML,Wine,White Wine,"1,480","1,350",United States of America,12.5%,750ML,David Stone,https://liquorworld.com.np/product/david-stone-chardonnay-750ml/,2023-09-25,"David Stone Chardonnay is a medium-bodied White Wine from California, USA made from the Chardonnay grapes variety. It presents aromas of ripe apple fruit and light pear complemented by toasted vanilla. This wine has a flavours of pineapple and citrus fruit, finishing brilliantly with smooth well-balanced acidity.","Enjoy this wine with your favourite salads, grilled fish, poultry and lighter meats.",
Collin Bourisset Gamay Syrah 750ML,Wine,Red Wine,"1,600","1,500",France,12.5%,750ML,Collin Bourisset,https://liquorworld.com.np/product/collin-bourisset-gamay-syrah-750ml/,2023-09-25,"Collin Bourisset Gamay Syrah is a Red Wine from France with an aroma of raspberry and redcurrant from the Gamay grape and the subtle spice notes from Syrah combine in layering of intense flavours. Silk renews the tasting experience which is elaborated near Lyon, historical capital of French Silk. Silk range adorns itself with trendy colors to bring a feminine, modern and elegant touch on your tables. A really harmonious wine. Fresh and fruity, perfect to enjoy with friends.",Appearance- Deep and bright color with purple tints.,"Aroma- Intense and complex nose full of freshness, developing red berries aromas like raspberry and red current, thanks to Gamay character, and black fruits aromas like blackberry, thanks to Syrah characters."
Collin Bourisset Beaujolais Villages 750ML,Wine,Red Wine,"1,895","1,845",France,12.5%,750ML,Collin Bourisset,https://liquorworld.com.np/product/collin-bourisset-beaujolais-villages-750ml/,2023-09-25,Collin Bourisset Beaujolais Villages 2013 is a Red Wine from France made from the hand-picked Gamay grapes exclusively offering a nose of red fruit aromas where blackcurrant and strawberry predominate.,Appearance – The wine is glazed with a nice cherry red color.,Aroma – This wine offers a nose of red fruits aromas where blackcurrant and strawberry predominate.
Calvet Varietals Syrah 750ML,Wine,Red Wine,"1,875","1,745",France,12.5%,750ML,Calvet,https://liquorworld.com.np/product/calvet-varietals-syrah-750ml/,2023-09-25,"Calvet Varietals Syrah is a red wine from France with an intense bouquet of cherry and blackcurrant enhanced with a light delicate spicy note. It’s got a palate of potent aroma, a balanced and nicely structured. The wine making process; The grapes are harvested when ripe, destemmed, crushed and then fermented for 6 to 12 hours at a controlled temperature (about 30°) and pressed gently. The wine is matured in stainless steel tanks to conserve the rich aromas.",Colour: A dark deep ruby red.,Nose: An intense bouquet of cherry & blackcurrant enhanced with a light delicate spicy note.
Collin Beaujolais Villages 750ML,Wine,Red Wine," 1,750",N/A,France,12.5%,750ML,Collin Bourisset,https://liquorworld.com.np/product/collin-beaujolais-villages-750ml/,2023-09-25,Collin Bourisset Beaujolais Villages 2011 is a Red Wine from France made from the hand-picked Gamay grapes exclusively offering a nose of red fruit aromas where blackcurrant and strawberry predominate.,Appearance – The wine is glazed with a nice cherry red color.,Aroma – This wine offers a nose of red fruits aromas where blackcurrant and strawberry predominate.
Chandon Brut 750ML,Wine,Sparkling Wine,"3,878","3,600",India,12.5%,750ML,Chandon,https://liquorworld.com.np/product/chandon-brut-750ml/,2023-09-25,"An elegant expression of the Chandon style with a fresh bouquet of citrus blossom, green apple and hints of tropical fruit and vanilla with blend of 70% Chenin Blanc, 15% Chardonnay and 15% Pinot Noir.",Chandon Brut is the perfect choice for everyday occasions.,"Food Suggestions: Light, flavourful foods like coconut-based dishes or white-fish curries, paneer dishes, lentils & butter chicken or delicious soft white cheeses."
Jacob’s Creek Reserve Shiraz 750ML,Wine,Red Wine,"3,030","2,820",Australia,14.5%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-reserve-shiraz-750ml/,2023-09-25,"A full body wine of great structure, balance and complexity that showcases premium fruit.",Nose: The nose is bright and intense with dark berry fruit and notes of vanilla oak.,"Palate: Dense flavours of plum are enhanced by hints of cedar and lovely soft, silky tannins."
Jacob’s Creek Reserve Sauvignon Blanc 750ML,Wine,White Wine,"3,030","2,820",Australia,12.4%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-reserve-sauvignon-blanc-750ml/,2023-09-25,Fresh Sauvignon Blanc with fine line acidity and a long finis.,Nose: An expressive nose of lime with hints of guava as well as notes of nettle and snow pea.,"Palate: Fresh citrus and green apple, with hints of guava and bright refreshing acidity."
Jacob’s Creek Merlot Shiraz Medium Sweet 750ML,Wine,Red Wine,"1,875","1,745",Australia,12.5%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-merlot-shiraz-medium-sweet-750ml/,2023-09-25,"Australian Red Semi-Sweet Grape Our experience in the production of “award-winning wines” dates back 170 years to the shores of Jacob’s Creek in Australia, where Johann Gramp planted his first vineyard.","Merlot Shiraz is a delicate, semi-sweet red wine with a fresh aroma of raspberries and fruity sweetness.",
Hardys Stamp Chardonnay Semillon 750ML,Wine,White Wine,"1,800","1,675",Australia,13%,750ML,Hardys,https://liquorworld.com.np/product/hardys-stamp-chardonnay-semillon-750ml/,2023-09-25,"This Chardonnay Semillon blend is typical of Hardy’s expertly created wines, a great everyday wine.",Colour: Medium straw in colour.,"Nose: Lifted peach and pear aromas, and citrus overtones."
Jacob’s Creek Cabernet Sauvignon 750ML,Wine,Red Wine,"1,875","1,745",Australia,13%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-cabernet-sauvignon-750ml/,2023-09-25,"Jacob’s Creek Classic Cabernet Sauvignon is a medium-bodied red wine from Australia with aroma of red berries, black pepper and chocolate.","Nose: Aroma of red berries, black pepper and chocolate.","Palate: Fresh red fruits, with tight textural tannins and integrated oak complexity."
J.C. Le Roux Brut Sparkling 750ML,Wine,Sparkling Wine,"3,256","2,930",South Africa,11.5%,750ML,J.C. Le Roux,https://liquorworld.com.np/product/jc-le-roux-brut-sparkling-750ml/,2023-09-25,J.C. Le Roux Brut is sparkling wine made of predominantly Pinot noir and a small percentage of Chardonnay grapes which are hand-picked from vineyards cooled by maritime breezes and selected for their overall quality and suitability. This Brut Cap Classique is a fresher and lighter style of MCC and will be enjoyed by people with a drier palate that prefer it to be young and refreshing.,"This MCC was produced from predominantly Pinot noir grapes and matured for 12 months on the lees before degorgement. This is a refreshing Cap Classique that suits all palates. With its light yeasty tones and powerful Pinot Noir flavours, this stylish MCC complements any occasion. J.C. Le Roux Brut is a unique Method Cap Classique, for those who prefer the elegance of a MCC with just a hint of youthfulness.","Recommended to be enjoyed with seafood, fish, oysters or smoked chicken."
Hardys Nottage Hill Shiraz 750ML,Wine,Red Wine,"1,875","1,745",Australia,14%,750ML,Hardys,https://liquorworld.com.np/product/hardys-nottage-hill-shiraz-750ml/,2023-09-25,"Hardys Nottage Hill Shiraz is full-bodied red wine with sweet raspberry, plum and dark cherry fruit flavours combined with clove and black pepper spice with hints of dried herbs. It offers aromas of ripe blueberry, dark cherry and blackcurrant fruit combined with licorice, chocolate and spice.",Colour: Deep crimson with purple hues.,"Nose: Aromas of ripe blueberry, dark cherry and blackcurrant fruit combined with licorice, chocolate and spice. There are also hints of black pepper and dried herbs layered with warm vanillin oak."
Hardys Nottage Hill Merlot 750ML,Wine,Red Wine,"1,875","1,745",Australia,13.5%,750ML,Hardys,https://liquorworld.com.np/product/hardys-nottage-hill-merlot-750ml/,2023-09-25,"Hardys Nottage Hill Merlot is a soft, round, medium-bodied red wine offering deep rum colour with ruby hues as well as the aromas of plum, berry and blackcurrant fruits layered with subtle oak and hints of aniseed.",Colour: Deep plum with ruby hues.,"Nose: Plum, berry and blackcurrant fruits, layered with subtle oak and hints of aniseed. Underlying tobacco notes are combined with warm spice adding to the complexity."
Hardys Nottage Hill Chardonnay 750ML,Wine,White Wine,"1,875","1,745",Australia,13.5%,750ML,Hardys,https://liquorworld.com.np/product/hardys-nottage-hill-chardonnay-750ml/,2023-09-25,"Hardys Nottage Hill Chardonnay is a dry and full-bodied white wine with peach and nectarine aromas with stone fruit, citrus and vanilla oak flavours. It shows a rich tropical fruit and melon characters enhanced by subtle oak and soft, lingering acidity which makes it perfect for an everyday choice.",Colour: Straw,Nose: Lifted ripe stone fruit characters of white peach and nectarine with toasty oak hints adding complexity
Graffigna Pinot Grigio 750ML,Wine,White Wine,"1,920","1,860",Argentina,13%,750ML,Graffigna,https://liquorworld.com.np/product/graffigna-pinot-grigio-750ml/,2023-09-25,"Graffigna Pinot Grigio is an elegant, harmonious and delicate wine, full of fresh flower and fruit aromas. This young, aromatic and subtle wine is the product of the utmost care and exclusive treatment. Bright clear gold. Hints of jasmine and notes of white fruits like peach and apricot, with a refined finish.",Colour: Pale straw yellow,Nose: Citric with white flowers (jasmine) notes.
Gossips Sweet Lips Moscato 750ML,Wine,White Wine,"1,840","1,710",Australia,5%,750ML,Gossips,https://liquorworld.com.np/product/gossips-sweet-lips-moscato-750ml/,2023-09-25,"Gossips Moscato Sweet Lips White is a great example of the popular Moscato style. Fresh, sweet and full of delicious grape flavours with a touch of spritz on the palate. Best enjoyed well chilled.",Colour: Pale yellow with green hues.,Maturation: Matured in stainless steel tanks.
Gato Negro Sauvignon Blanc 750ML,Wine,White Wine,"1,700","1,580",Chile,13%,750ML,Gato Negro,https://liquorworld.com.np/product/gato-negro-sauvignon-blanc-750ml/,2023-09-25,"Gato Negro Sauvignon Blanc is a White Wine from Chile with fresh and intense flavours and aromas with tropical notes of grapefruit. Fresh young character, balanced acidity that improve the fruity mouth sensation and gives a long pleasant finish.",Colour: Pale yellow with greenish hues.,Nose: Discover our fresh and intense flavors and aromas with tropical notes of grapefruit.
Gossips Sweet Lips Dolcetto Syrah 750ML,Wine,Red Wine,"1,840","1,710",Australia,7%,750ML,Gossips,https://liquorworld.com.np/product/gossips-sweet-lips-dolcetto-syrah-750ml/,2023-09-25,"A blend of Dolcetto and Shiraz that is richer, deeper blend of red, with plenty of sweetness on the palate. Great value and incredibly versatile, it’s perfect for enjoying on its own or a great dinner.",Colour: Rich ruby red.,Maturation: Matured in stainless steel tanks.
Gato Negro Semi Sweet Red 750ML,Wine,Red Wine,"1,700","1,580",Chile,10.5%,750ML,Gato Negro,https://liquorworld.com.np/product/gato-negro-semi-sweet-red-750ml/,2023-09-25,"Gato Negro Semi Sweet Red is a medium-bodied Semi-Sweet Red Wine from Chile with notes of berries, cherry and cassis, mixed with soft tone of vanilla and chocolate. This wine has fresh and well-balanced acidity that enhances the fruit, smooth tannins, and a pleasant finish. Perfect to drink in any occasion and any place with friends.",Colour: Dark ruby red.,Nose: Discover refreshing red fruit flavors and aromas in this wine spritzer.
Canvas Sweet White 4L Box,Wine,Domestic Wine,"3,955","3,680",Nepal,10%,4L,Canvas,https://liquorworld.com.np/product/canvas-sweet-white-4l-box/,2023-09-25,Canvas Sweet White Wine is a product fermented & developed from pure grapes.,"Wine is gently fruity, aromatic & soft taste note with a pale golden color.",Canvas wine is a blend of intense palate & fun to try with snacks & light preparation.
Canvas Sweet Red 4L Box,Wine,Domestic Wine,"3,955","3,680",Nepal,10%,4L,Canvas,https://liquorworld.com.np/product/canvas-sweet-red-4l-box/,2023-09-25,Canvas Sweet Red Wine is luscious bouquet of grape fruit & spices with distinct oak flavor.,"A smooth tasting wine, sensitively balanced & drinkable.",Syrah grapes fruit wine has been aged which implants an extra smoothness and oaky notes to the wine.
Bottega Sauvignon IGT Trevenezie 750ML,Wine,White Wine,"2,300","2,140",Italy,12%,750ML,Bottega,https://liquorworld.com.np/product/bottega-sauvignon-igt-trevenezie-750ml/,2023-09-25,"The wines with the geographical indication “TREVENEZIE” owe their name to “Tre Venezie” or “Le Venezie”, a territory that includes Veneto and Friuli Venezia-Giulia regions. Chardonnay, a variety included in this IGT, is one of the most widespread white-berry international vines. It features a great variety of aromatic components, which find different expressions according to soils and climates.","Colour: Brilliant, straw yellow with slight green reflections.","Nose: Fresh and delicate, with floral notes of elderflower and jasmine, spicy sage hints and fruity notes of bergamot."
Gato Negro Chardonnay 750ML,Wine,White Wine,"1,700","1,580",Chile,13%,750ML,Gato Negro,https://liquorworld.com.np/product/gato-negro-chardonnay-750ml/,2023-09-25,"Gato Negro Chardonnay is a White Wine from Chile with crisp blend of tropical fruit aromas with peach, banana and wood tones. A perfectly balanced acidity improves the fresh fruity sensation that make a long pleasant finish. Excellent persistence.",Colour: Golden yellow.,"Nose: Discover the crisp flavors and tropical aromas with notes of peach, banana and wood."
Jacob’s Creek Double Barrel Shiraz 750ML,Wine,Red Wine,"3,400","3,160",Australia,14.6%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-double-barrel-shiraz-750ml/,2023-09-25,"The full, generous flavours of classic Barossa Shiraz are enhanced by careful use of aged Scotch whisky barrels for finishing.",Colour: Deep ruby/purple.,"Nose: Intense nose offers cedar, vanilla bean and buttered toast with notes of pecan nut and roast cashew."
JP Chenet Sweet Red 750ML,Wine,Red Wine,"1,850","1,720",France,12%,750ML,JP Chenet,https://liquorworld.com.np/product/jp-chenet-sweet-red-750ml/,2023-09-25,"Colour: Translucent, ruby red, of medium intensity.","Nose: Very fruity (red berries, blackcurrant, red currants), delicate with spicy notes.","Palate: Smooth, round and supple, very mellow."
JP Chenet Fashion Peach 750ML,Wine,Flavoured Wine,"1,950","1,815",France,10%,750ML,JP Chenet,https://liquorworld.com.np/product/jp-chenet-fashion-peach-750ml/,2023-09-25,Sparkling wine with natural aromas of peach. Flavoured wine-based drink.,Colour: Bright and golden with delicate bubbles.,"Nose: Very fruity, with refined fresh peach aromas."
JP Chenet Fashion Apple 750ML,Wine,Flavoured Wine,"1,950","1,815",France,10%,750ML,JP Chenet,https://liquorworld.com.np/product/jp-chenet-fashion-apple-750ml/,2023-09-25,Sparkling wine with natural aromas of apple.,Colour: Apple green with fine bubbles.,"Nose: Very fruity, with refined fresh apple aromas."
Jacob’s Creek Sparkling Moscato 750ML,Wine,Sparkling Wine,"2,525","2,350",Australia,8.4%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-sparkling-moscato-750ml/,2023-09-25,"Jacob’s Creek’s Moscato Sparkling delivers a deliciously refreshing and lightly sparkling wine that has lovely, light grapey characters along with summer fruits. Easily enjoyed on warm evenings. Gently sparkling, sweet Italian moscato style.","Nose: Crushed grapes, light and floral, it’s like a super-quenching, summery essence of muscat.",Palate: Juicy sweetness balanced deliciously with zesty acidity.
JP Chenet Colombard Sauvignon 750ML,Wine,White Wine,"1,850","1,720",France,11.5%,750ML,JP Chenet,https://liquorworld.com.np/product/jp-chenet-colombard-sauvignon-750ml/,2023-09-25,Intensely Fresh – The liveliness of Colombard and the expressiveness of Sauvignon.,"Winemaking: The grapes are harvested at perfect maturity, at night, and are immediately pressed at low temperature. The alcoholic fermentation controlled between 16 and 20 ° C, has a duration of 8 to 10 days. The wine is then filtered and preserved at low temperature, protected from the air to preserve it from oxidation.",Colour: Clear and bright with golden hints.
Jacob’s Creek Shiraz Rose 750ML,Wine,Rose Wine,"2,200","2,045",Australia,11.8%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-shiraz-rose-750ml/,2023-09-25,"Jacob’s Creek Shiraz Rose 750ML is a clean and refreshing rose wine from Australia showing the varietal characteristics of quality Shiraz grapes with fresh and enticing aromas of strawberry and fresh raspberry, enhanced by subtle spice notes.",Nose: Fresh and enticing aromas of strawberry and fresh raspberry.,"Palate: Sweet Berry flavours are beautifully enhanced by subtle spice notes. The palate is luscious yet fresh, with a clean and crisp finish."
Jacob’s Creek Riesling 750ML,Wine,White Wine,"1,875","1,745",Australia,11.5%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-riesling-750ml/,2023-09-25,"Jacob’s Creek Classic Riesling is a beautifully balanced white wine from Australia with bright persistent flavours and the potential to cellar for up to five years. Blended from select parcels which results in a crisp, elegant wine with a fresh floral bouquet, attractive citrus flavours and a delicate, dry finish.",Nose: Fragrant lime blossom with hints of fresh green apple.,"Palate: Citrus flavours and zesty acid, with a delightful chalky finish."
Jacob’s Creek Pinot Grigio 750ML,Wine,White Wine,"1,875","1,745",Australia,11.5%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-pinot-grigio-750ml/,2023-09-25,"Jacob’s Creek Classic Pinot Grigio is a light to medium bodied fresh and zesty with soft acidity Australian white wine with fragrant orange blossom, fresh pear, citrus and lovely floral aromatics.","Nose: Fragrant orange blossom, fresh pear, citrus and lovely floral aromatics.","Palate: Crisp and clean, the citrusy palate leads to a long, fresh and satisfying finish."
Jacob’s Creek Moscato 750ML,Wine,White Wine,"1,850","1,720",Australia,7.6%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-moscato-750ml/,2023-09-25,"Jacob’s Creek Moscato is an Australian white wine with an attractive nose of tropical fruits and white peach aromas with undertones of honeysuckle and lemon, a fantastic pairing for desserts like lemon meringue pie or peach cobbler. The delicate frizzante style is balanced with lively and soft fruit sweetness.",Nose: Tropical and white peach aromas with undertones of honeysuckle and lemon.,Palate: Light and refreshing on the palate balanced with lively and soft fruit sweetness.
Jacob’s Creek Merlot 750ML,Wine,Red Wine,"1,875","1,745",Australia,13.9%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-merlot-750ml/,2023-09-25,"Jacob’s Creek Merlot is a medium bodied red wine, a modern take on the classic Australian Merlot in a soft and approachable style with an aroma of intense blackberry with spice and leafy notes.",Nose: Intense blackberry with spice and leafy notes.,Palate: Vanilla and sweet dark berry fruits with mocha oak and lovely silky tannins.
Jacob’s Creek Chardonnay 750ML,Wine,White Wine,"1,875","1,745",Australia,13%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-chardonnay-750ml/,2023-09-25,Jacob’s Creek Chardonnay is a classic Australian white wine that is complex yet easy to drink and showcase a range of varietal flavours. An intense mix of citrus and melon underpinned by toasty notes. The well rounded and creamy palate showcases vibrant fruit flavours and toasty oak.,"Taste: Soft and well-rounded with melon, peach, and toasted oak flavours with a creamy textural finish.",Smell: Subtleties of toasted oak with fresh rockmelon and stone fruit aromas.
Bottega Pinot Grigio Rose Delle Venezie DOC 750ML,Wine,Rose Wine,"2,300","2,140",Italy,8%,750ML,Bottega,https://liquorworld.com.np/product/bottega-pinot-grigio-rose-delle-venezie-doc-750ml/,2023-09-25,"DOC Delle Venezie is the most recent denomination in Northeastern Italy. It was established in 2017 to protect and promote Pinot Grigio, a wine that symbolizes Italianness all over the world. It includes Veneto and Friuli Venezia-Giulia regions and the Province of Trento.",Colour: Light coral pink with copper tinges.,"Nose: Fresh and elegant, with pleasant fruity notes of peach and apricot, a delicate hint of citrus and aromas of peach blossom in the finish."
Jacob’s Creek Chardonnay Pinot Noir 750ML,Wine,Sparkling Wine,"2,545","2,365",Australia,11.5%,750ML,Jacob’s Creek,https://liquorworld.com.np/product/jacobs-creek-chardonnay-pinot-noir-750ml/,2023-09-25,"Jacob’s Creek Chardonnay Pinot Noir is a Sparkling wine from Australia with delicious citrus flavours, perfect with the added sparkle. Ideal as an aperitif or for any occasion that calls for a celebration.",Nose: The refreshing lemon citrus aromas of Chardonnay are in harmony with the red currant characters of Pinot Noir.,"Palate: Generous citrus fruit flavours are enhanced with creamy nutty yeast characters providing both richness and structure. The wine finishes soft, crisp and clean."
Bottega Petalo Amore Moscato Spumante Dolce 750ML,Wine,Sparkling Wine," 2,750",N/A,Italy,6.5%,750ML,Bottega,https://liquorworld.com.np/product/bottega-petalo-amore-moscato-spumante-dolce-750ml/,2023-09-25,"Il Vino dell’Amore Petalo Moscato is a white sparkling wine characterized by a clear sweetness, pronounced and elegant bouquet, low alcohol content and a typical scent of roses that evokes the image of petals on the label.",Colour: Straw yellow with fine and lasting perlage.,"Nose: Complex, intense, delicate, with floral (rose, wisteria and wildflowers) and fruity (yellow peach, apricot and citrus) notes and a pleasant hint of sage in the finish."
Bodega Septima Malbec 750ML,Wine,Red Wine,"2,710","2,520",Argentina,14%,750ML,Bodega Septima,https://liquorworld.com.np/product/bodega-septima-malbec-750ml/,2023-09-25,Melbec,This award-winning Malbec is one of our best-sellers and is a brilliant example of this variety.,"Colour: Clean, bright red with vivid purple shades."
Nederburg Winemasters Reserve Riesling 750ML,Wine,White Wine,"2,935","2,730",South Africa,13%,750ML,Nederburg,https://liquorworld.com.np/product/nederburg-winemasters-reserve-riesling-750ml/,2023-09-25,"This wine is floral, fruity and off-dry with subtle spicy notes and a crisp, lingering finish.",Colour: Brilliant green with a lime tinge.,Nose: Floral and fruity with pineapple and spicy notes
Night Train Express Red Wine 750ML,Wine,Red Wine,"1,500","1,400",United States of America,17.5%,750ML,Night Train,https://liquorworld.com.np/product/night-train-express-red-wine-750ml/,2023-09-25,Night Train Express is a fortified citrus wine which is flavoured with spices. Night Train is produced in Modesto California and is well known for its high alcohol content and affordable price.,,
Nederburg Winemasters Sauvignon Blanc 750ML,Wine,White Wine,"2,935","2,730",South Africa,13.5%,750ML,Nederburg,https://liquorworld.com.np/product/nederburg-winemasters-sauvignon-blanc-750ml/,2023-09-25,This wine is made from Sauvignon blanc (95%) and Semillon (5%) grapes.,Colour: Brilliant with a lime-green tinge.,Nose: Lemongrass and tropical fruit aromas with hints of lime and lovely herbaceous flavours.
Nederburg Winemasters Reserve Chardonnay 750ML,Wine,White Wine,"2,935","2,730",South Africa,14%,750ML,Nederburg,https://liquorworld.com.np/product/nederburg-winemasters-chardonnay-750ml/,2023-09-25,"Nederburg is one of South Africa’s most awarded wineries, with a prize-winning pedigree, that stems from a culture of innovation and disciplined attention to detail. The wines are refreshing and richly fruited with bold flavours and structure.",This wine is made from Chardonnay grapes sourced from vineyards situated across the Western Cape.,Colour: Lemon green.
